,System,User,Operation,Object,Date,Day,Time
80824,2,18,7,16.0,20200715,3,121116
80825,1,16,8,13.0,20200715,3,121120
80826,1,3,8,9.0,20200715,3,121150
80827,1,21,2,,20200715,3,121214
80828,1,20,2,,20200715,3,121223
80829,1,13,4,19.0,20200715,3,121428
80830,1,11,12,,20200715,3,121519
80831,1,10,2,,20200715,3,121626
80832,1,15,3,8.0,20200715,3,121742
80833,1,12,2,,20200715,3,121820
80834,1,12,1,,20200715,3,121838
80835,1,20,1,,20200715,3,121852
80836,2,20,4,18.0,20200715,3,122106
80837,1,12,8,2.0,20200715,3,122138
80838,1,16,8,13.0,20200715,3,122304
80839,1,11,2,,20200715,3,122418
80840,1,19,2,,20200715,3,122548
80841,1,17,1,,20200715,3,122612
80842,2,20,8,18.0,20200715,3,122631
80843,1,12,8,6.0,20200715,3,122720
80844,1,10,1,,20200715,3,122730
80845,1,22,1,,20200715,3,122936
80846,1,15,3,8.0,20200715,3,123005
80847,2,12,4,17.0,20200715,3,123015
80848,1,13,8,11.0,20200715,3,123037
80849,1,16,2,,20200715,3,123056
80850,1,14,2,,20200715,3,123308
80851,1,3,8,4.0,20200715,3,123425
80852,1,16,1,,20200715,3,123450
80853,1,10,15,,20200715,3,123502
80854,1,16,7,12.0,20200715,3,123505
80855,1,12,8,1.0,20200715,3,123512
80856,1,18,2,,20200715,3,123558
80857,1,17,2,,20200715,3,123605
80858,1,16,3,8.0,20200715,3,123633
80859,1,16,3,8.0,20200715,3,123848
80860,1,4,1,,20200715,3,124115
80861,1,21,1,,20200715,3,124122
80862,1,4,2,,20200715,3,124125
80863,1,12,3,7.0,20200715,3,124130
80864,1,15,8,8.0,20200715,3,124224
80865,1,12,8,1.0,20200715,3,124316
80866,1,18,1,,20200715,3,124500
80867,1,9,2,,20200715,3,124703
80868,2,20,7,18.0,20200715,3,124705
80869,1,19,1,,20200715,3,124748
80870,1,16,7,12.0,20200715,3,124810
80871,2,18,4,16.0,20200715,3,124840
80872,1,2,2,,20200715,3,124919
80873,1,14,1,,20200715,3,124935
80874,2,20,8,18.0,20200715,3,124956
80875,1,17,1,,20200715,3,125009
80876,1,19,2,,20200715,3,125131
80877,1,2,1,,20200715,3,125133
80878,1,11,1,,20200715,3,125224
80879,1,19,1,,20200715,3,125306
80880,2,13,8,18.0,20200715,3,125319
80881,2,19,3,16.0,20200715,3,125352
80882,2,14,3,16.0,20200715,3,125404
80883,1,12,7,5.0,20200715,3,125455
80884,1,15,4,8.0,20200715,3,125503
80885,1,2,7,9.0,20200715,3,125814
80886,1,19,2,,20200715,3,125919
80887,1,9,1,,20200715,3,125930
80888,1,12,3,2.0,20200715,3,125942
80889,1,12,7,6.0,20200715,3,130043
80890,2,22,3,18.0,20200715,3,130050
80891,2,20,7,18.0,20200715,3,130142
80892,1,22,2,,20200715,3,130156
80893,2,18,4,15.0,20200715,3,130230
80894,2,18,8,16.0,20200715,3,130235
80895,2,13,7,18.0,20200715,3,130303
80896,1,6,2,,20200715,3,130704
80897,1,15,2,,20200715,3,130720
80898,1,16,7,12.0,20200715,3,131058
80899,1,22,1,,20200715,3,131134
80900,1,19,1,,20200715,3,131401
80901,1,22,2,,20200715,3,131426
80902,1,15,1,,20200715,3,131433
80903,1,17,2,,20200715,3,131540
80904,1,18,2,,20200715,3,131611
80905,1,3,2,,20200715,3,131625
80906,2,20,8,18.0,20200715,3,131719
80907,1,18,1,,20200715,3,131750
80908,1,12,8,6.0,20200715,3,131858
80909,1,12,7,7.0,20200715,3,132025
80910,1,12,7,1.0,20200715,3,132108
80911,2,20,4,18.0,20200715,3,132126
80912,1,17,1,,20200715,3,132407
80913,2,20,7,18.0,20200715,3,132517
80914,1,22,1,,20200715,3,132526
80915,2,18,8,16.0,20200715,3,132527
80916,1,2,2,,20200715,3,132532
80917,1,21,2,,20200715,3,132607
80918,2,19,3,17.0,20200715,3,132649
80919,1,12,2,,20200715,3,132652
80920,1,8,3,4.0,20200715,3,132656
80921,2,22,4,15.0,20200715,3,132712
80922,1,10,13,,20200715,3,132810
80923,2,22,3,15.0,20200715,3,132835
80924,2,20,8,18.0,20200715,3,132922
80925,2,18,8,16.0,20200715,3,133047
80926,2,1,4,16.0,20200715,3,133112
80927,1,21,1,,20200715,3,133253
80928,1,1,7,4.0,20200715,3,133413
80929,1,10,15,,20200715,3,133425
80930,1,12,1,,20200715,3,133426
80931,2,21,3,15.0,20200715,3,133802
80932,1,13,8,11.0,20200715,3,133926
80933,2,18,8,16.0,20200715,3,134036
80934,1,2,1,,20200715,3,134055
80935,2,19,3,18.0,20200715,3,134106
80936,1,17,5,9.0,20200715,3,134211
80937,1,12,3,6.0,20200715,3,134256
80938,1,3,1,,20200715,3,134303
80939,1,14,7,19.0,20200715,3,134402
80940,1,3,3,1.0,20200715,3,134458
80941,2,20,3,18.0,20200715,3,134529
80942,1,4,1,,20200715,3,134542
80943,2,20,7,18.0,20200715,3,134625
80944,2,20,3,16.0,20200715,3,134651
80945,1,12,4,2.0,20200715,3,134701
80946,1,16,7,13.0,20200715,3,134827
80947,1,18,2,,20200715,3,134829
80948,1,12,8,5.0,20200715,3,135008
80949,1,8,3,4.0,20200715,3,135410
80950,1,14,2,,20200715,3,135453
80951,1,19,2,,20200715,3,135727
80952,1,12,2,,20200715,3,135933
80953,1,11,15,,20200715,3,135958
80954,1,6,1,,20200715,3,140007
80955,1,18,1,,20200715,3,140127
80956,2,17,5,17.0,20200715,3,140142
80957,1,13,2,,20200715,3,140223
80958,1,19,1,,20200715,3,140324
80959,1,11,14,,20200715,3,140345
80960,2,17,5,18.0,20200715,3,140349
80961,1,13,1,,20200715,3,140357
80962,1,11,11,,20200715,3,140454
80963,2,18,3,15.0,20200715,3,140518
80964,2,22,4,15.0,20200715,3,140549
80965,1,16,4,13.0,20200715,3,140603
80966,1,2,7,4.0,20200715,3,140613
80967,1,13,2,,20200715,3,140831
80968,1,1,8,4.0,20200715,3,141026
80969,1,13,1,,20200715,3,141028
80970,1,13,7,19.0,20200715,3,141133
80971,1,1,3,4.0,20200715,3,141300
80972,1,16,2,,20200715,3,141316
80973,2,20,7,18.0,20200715,3,141511
80974,2,18,7,15.0,20200715,3,141711
80975,1,18,2,,20200715,3,141720
80976,1,20,2,,20200715,3,141834
80977,1,16,1,,20200715,3,141839
80978,2,21,3,15.0,20200715,3,141906
80979,1,9,2,,20200715,3,141958
80980,1,16,7,13.0,20200715,3,142040
80981,1,2,3,5.0,20200715,3,142054
80982,1,14,1,,20200715,3,142108
80983,2,19,3,16.0,20200715,3,142110
80984,1,16,3,8.0,20200715,3,142143
80985,2,13,7,18.0,20200715,3,142307
80986,1,16,8,12.0,20200715,3,142545
80987,1,13,2,,20200715,3,142845
80988,1,14,2,,20200715,3,143113
80989,1,3,7,10.0,20200715,3,143319
80990,1,17,2,,20200715,3,143355
80991,1,14,1,,20200715,3,143433
80992,1,5,3,3.0,20200715,3,143450
80993,1,16,7,14.0,20200715,3,143606
80994,1,16,8,10.0,20200715,3,143608
80995,1,1,3,3.0,20200715,3,143653
80996,2,21,4,15.0,20200715,3,143753
80997,1,16,7,13.0,20200715,3,143833
80998,1,18,1,,20200715,3,143834
80999,1,10,12,,20200715,3,144005
81000,1,12,1,,20200715,3,144053
81001,1,11,15,,20200715,3,144110
81002,1,11,14,,20200715,3,144219
81003,2,18,7,15.0,20200715,3,144534
81004,1,14,8,11.0,20200715,3,144640
81005,1,13,1,,20200715,3,144755
81006,1,8,2,,20200715,3,145043
81007,1,6,2,,20200715,3,145046
81008,1,19,2,,20200715,3,145111
81009,1,16,8,10.0,20200715,3,145200
81010,1,12,3,6.0,20200715,3,145205
81011,1,5,2,,20200715,3,145228
81012,1,22,2,,20200715,3,145246
81013,1,10,13,,20200715,3,145407
81014,1,11,14,,20200715,3,145413
81015,1,10,2,,20200715,3,145634
81016,1,3,2,,20200715,3,145708
81017,1,10,1,,20200715,3,145731
81018,1,12,2,,20200715,3,145825
81019,1,11,2,,20200715,3,150012
81020,1,5,1,,20200715,3,150147
81021,1,12,1,,20200715,3,150229
81022,1,12,7,2.0,20200715,3,150247
81023,1,20,1,,20200715,3,150249
81024,1,12,4,6.0,20200715,3,150516
81025,2,20,7,18.0,20200715,3,150851
81026,1,1,8,9.0,20200715,3,151100
81027,1,5,3,4.0,20200715,3,151336
81028,1,16,2,,20200715,3,151353
81029,1,16,1,,20200715,3,151501
81030,1,15,7,8.0,20200715,3,151556
81031,1,9,1,,20200715,3,151603
81032,1,15,2,,20200715,3,151705
81033,1,20,2,,20200715,3,151906
81034,1,17,1,,20200715,3,151939
81035,1,15,1,,20200715,3,152053
81036,1,20,1,,20200715,3,152119
81037,2,20,8,18.0,20200715,3,152133
81038,2,18,8,16.0,20200715,3,152238
81039,2,18,4,15.0,20200715,3,152241
81040,2,17,5,17.0,20200715,3,152341
81041,1,12,4,6.0,20200715,3,152554
81042,1,19,1,,20200715,3,152614
81043,1,11,1,,20200715,3,152617
81044,1,7,3,4.0,20200715,3,152636
81045,1,19,2,,20200715,3,152649
81046,1,12,2,,20200715,3,152655
81047,1,16,7,12.0,20200715,3,152656
81048,2,18,3,16.0,20200715,3,152731
81049,1,12,1,,20200715,3,152807
81050,1,15,8,8.0,20200715,3,152859
81051,1,10,12,,20200715,3,153113
81052,1,19,1,,20200715,3,153134
81053,2,14,4,18.0,20200715,3,153307
81054,1,13,4,19.0,20200715,3,153316
81055,1,16,8,12.0,20200715,3,153322
81056,1,17,2,,20200715,3,153346
81057,1,17,1,,20200715,3,153346
81058,1,16,7,13.0,20200715,3,153348
81059,2,13,7,18.0,20200715,3,153406
81060,1,17,5,5.0,20200715,3,153457
81061,1,1,7,4.0,20200715,3,153505
81062,1,10,12,,20200715,3,153506
81063,2,20,7,18.0,20200715,3,153554
81064,1,12,7,6.0,20200715,3,153747
81065,1,11,2,,20200715,3,153926
81066,1,16,8,12.0,20200715,3,154021
81067,1,15,7,8.0,20200715,3,154133
81068,2,18,3,16.0,20200715,3,154223
81069,1,19,2,,20200715,3,154238
81070,1,17,5,6.0,20200715,3,154326
81071,1,13,8,19.0,20200715,3,154449
81072,1,12,2,,20200715,3,154613
81073,1,17,5,4.0,20200715,3,154640
81074,2,18,3,16.0,20200715,3,154711
81075,1,22,1,,20200715,3,155009
81076,2,21,3,15.0,20200715,3,155012
81077,1,3,1,,20200715,3,155134
81078,1,5,2,,20200715,3,155139
81079,1,16,7,12.0,20200715,3,155223
81080,1,10,14,,20200715,3,155315
81081,1,16,4,14.0,20200715,3,155407
81082,2,20,3,16.0,20200715,3,155500
81083,1,12,1,,20200715,3,155547
81084,1,2,3,14.0,20200715,3,155752
81085,2,22,4,15.0,20200715,3,155828
81086,1,10,2,,20200715,3,155908
81087,1,16,2,,20200715,3,155919
81088,1,16,1,,20200715,3,155928
81089,2,21,3,18.0,20200715,3,155942
81090,1,4,2,,20200715,3,160215
81091,1,19,1,,20200715,3,160258
81092,1,10,1,,20200715,3,160307
81093,1,15,8,8.0,20200715,3,160336
81094,1,12,2,,20200715,3,160346
81095,1,6,1,,20200715,3,160400
81096,1,10,2,,20200715,3,160443
81097,1,16,7,12.0,20200715,3,160531
81098,1,11,1,,20200715,3,160620
81099,2,18,4,15.0,20200715,3,160647
81100,2,18,4,15.0,20200715,3,160745
81101,1,15,2,,20200715,3,160804
81102,1,2,7,3.0,20200715,3,160810
81103,2,21,3,15.0,20200715,3,160835
81104,1,17,2,,20200715,3,161055
81105,2,13,7,18.0,20200715,3,161055
81106,2,20,3,17.0,20200715,3,161121
81107,1,3,2,,20200715,3,161202
81108,2,20,3,18.0,20200715,3,161208
81109,1,16,7,12.0,20200715,3,161419
81110,2,20,7,18.0,20200715,3,161431
81111,1,18,2,,20200715,3,161742
81112,1,17,1,,20200715,3,161813
81113,1,17,2,,20200715,3,161834
81114,2,13,3,18.0,20200715,3,161904
81115,1,12,1,,20200715,3,162010
81116,1,19,2,,20200715,3,162055
81117,1,16,3,14.0,20200715,3,162128
81118,1,22,2,,20200715,3,162252
81119,1,10,1,,20200715,3,162512
81120,1,21,2,,20200715,3,162548
81121,1,12,7,1.0,20200715,3,162640
81122,1,12,2,,20200715,3,162735
81123,1,13,2,,20200715,3,163026
81124,1,19,1,,20200715,3,163127
81125,1,10,2,,20200715,3,163225
81126,1,21,1,,20200715,3,163520
81127,1,10,1,,20200715,3,163636
81128,1,14,7,19.0,20200715,3,163644
81129,1,16,3,9.0,20200715,3,163649
81130,1,12,1,,20200715,3,163736
81131,2,20,4,18.0,20200715,3,163815
81132,2,20,7,18.0,20200715,3,163832
81133,1,8,1,,20200715,3,163914
81134,1,18,1,,20200715,3,163922
81135,1,22,1,,20200715,3,163923
81136,1,12,3,6.0,20200715,3,164330
81137,1,21,2,,20200715,3,164334
81138,1,15,1,,20200715,3,164425
81139,1,19,2,,20200715,3,164507
81140,1,17,1,,20200715,3,164512
81141,2,22,4,15.0,20200715,3,164624
81142,1,14,2,,20200715,3,164657
81143,1,16,2,,20200715,3,164734
81144,1,15,8,8.0,20200715,3,165005
81145,2,18,7,16.0,20200715,3,165150
81146,1,21,1,,20200715,3,165311
81147,1,15,3,8.0,20200715,3,165314
81148,1,18,2,,20200715,3,165530
81149,1,3,1,,20200715,3,165540
81150,1,18,1,,20200715,3,165708
81151,1,9,3,4.0,20200715,3,165821
81152,2,12,3,17.0,20200715,3,165844
81153,1,17,2,,20200715,3,165856
81154,1,14,1,,20200715,3,165905
81155,1,11,2,,20200715,3,165908
81156,1,16,1,,20200715,3,165913
81157,2,20,3,18.0,20200716,4,90027
81158,1,15,2,,20200716,4,90123
81159,2,21,3,15.0,20200716,4,90150
81160,2,18,4,15.0,20200716,4,90158
81161,1,15,1,,20200716,4,90255
81162,2,21,3,18.0,20200716,4,90306
81163,1,5,1,,20200716,4,90307
81164,1,14,3,19.0,20200716,4,90308
81165,2,3,4,16.0,20200716,4,90330
81166,1,19,1,,20200716,4,90335
81167,2,18,7,16.0,20200716,4,90538
81168,1,12,8,5.0,20200716,4,90628
81169,1,12,7,5.0,20200716,4,90711
81170,1,13,1,,20200716,4,90740
81171,1,16,8,14.0,20200716,4,90749
81172,2,22,4,15.0,20200716,4,90904
81173,1,16,4,12.0,20200716,4,90913
81174,1,1,3,1.0,20200716,4,90926
81175,1,10,2,,20200716,4,91015
81176,2,13,7,18.0,20200716,4,91047
81177,1,5,2,,20200716,4,91055
81178,2,12,3,17.0,20200716,4,91112
81179,1,2,4,12.0,20200716,4,91201
81180,1,9,2,,20200716,4,91256
81181,1,19,2,,20200716,4,91411
81182,1,11,1,,20200716,4,91422
81183,1,9,1,,20200716,4,91426
81184,1,17,1,,20200716,4,91539
81185,1,16,2,,20200716,4,91612
81186,1,19,1,,20200716,4,91757
81187,1,13,8,19.0,20200716,4,91829
81188,2,21,3,15.0,20200716,4,91916
81189,2,20,8,18.0,20200716,4,91959
81190,1,2,7,10.0,20200716,4,92057
81191,2,19,3,16.0,20200716,4,92316
81192,1,3,2,,20200716,4,92502
81193,1,15,4,8.0,20200716,4,92534
81194,2,18,4,16.0,20200716,4,92611
81195,1,7,2,,20200716,4,92720
81196,2,13,3,15.0,20200716,4,92722
81197,1,2,7,10.0,20200716,4,92834
81198,1,16,1,,20200716,4,92919
81199,2,21,4,15.0,20200716,4,93248
81200,1,4,1,,20200716,4,93253
81201,1,13,7,11.0,20200716,4,93302
81202,2,18,7,16.0,20200716,4,93304
81203,2,12,3,17.0,20200716,4,93346
81204,1,15,3,8.0,20200716,4,93356
81205,1,16,2,,20200716,4,93555
81206,1,17,5,2.0,20200716,4,93608
81207,1,19,2,,20200716,4,93843
81208,1,15,4,8.0,20200716,4,93901
81209,1,18,2,,20200716,4,94018
81210,1,16,1,,20200716,4,94031
81211,1,9,2,,20200716,4,94042
81212,2,22,4,15.0,20200716,4,94150
81213,2,20,8,18.0,20200716,4,94351
81214,2,12,3,17.0,20200716,4,94440
81215,1,18,1,,20200716,4,94612
81216,1,12,8,2.0,20200716,4,94759
81217,1,11,13,,20200716,4,94846
81218,1,2,4,10.0,20200716,4,95038
81219,1,1,2,,20200716,4,95135
81220,1,11,11,,20200716,4,95200
81221,1,17,5,10.0,20200716,4,95240
81222,2,18,3,15.0,20200716,4,95305
81223,1,16,4,14.0,20200716,4,95435
81224,1,11,2,,20200716,4,95446
81225,2,18,3,15.0,20200716,4,95632
81226,1,19,1,,20200716,4,95637
81227,2,21,4,15.0,20200716,4,95737
81228,1,15,8,8.0,20200716,4,95817
81229,1,2,3,12.0,20200716,4,95940
81230,1,12,2,,20200716,4,95957
81231,2,13,8,18.0,20200716,4,100006
81232,1,3,1,,20200716,4,100119
81233,2,22,4,15.0,20200716,4,100143
81234,1,22,2,,20200716,4,100323
81235,1,12,1,,20200716,4,100336
81236,2,20,3,17.0,20200716,4,100409
81237,1,22,1,,20200716,4,100544
81238,2,22,3,18.0,20200716,4,100635
81239,2,17,5,17.0,20200716,4,100636
81240,1,12,8,6.0,20200716,4,100646
81241,2,19,3,16.0,20200716,4,100854
81242,1,3,3,12.0,20200716,4,101001
81243,1,16,2,,20200716,4,101129
81244,1,16,1,,20200716,4,101136
81245,1,19,2,,20200716,4,101150
81246,1,3,8,9.0,20200716,4,101159
81247,1,7,1,,20200716,4,101218
81248,1,19,1,,20200716,4,101341
81249,2,13,7,18.0,20200716,4,101416
81250,1,6,2,,20200716,4,101550
81251,2,14,4,18.0,20200716,4,101649
81252,1,12,2,,20200716,4,101834
81253,2,22,3,18.0,20200716,4,101834
81254,2,19,3,18.0,20200716,4,101902
81255,1,17,2,,20200716,4,101937
81256,2,18,8,15.0,20200716,4,102024
81257,2,13,8,18.0,20200716,4,102106
81258,1,21,2,,20200716,4,102124
81259,1,15,8,8.0,20200716,4,102158
81260,1,16,4,13.0,20200716,4,102208
81261,1,15,3,8.0,20200716,4,102221
81262,1,16,3,10.0,20200716,4,102311
81263,1,21,1,,20200716,4,102356
81264,1,15,8,8.0,20200716,4,102400
81265,2,19,3,18.0,20200716,4,102435
81266,1,11,1,,20200716,4,102549
81267,1,10,1,,20200716,4,102739
81268,1,15,4,8.0,20200716,4,102812
81269,1,13,2,,20200716,4,102857
81270,1,18,2,,20200716,4,102919
81271,1,19,2,,20200716,4,103017
81272,1,14,8,11.0,20200716,4,103023
81273,1,18,1,,20200716,4,103100
81274,1,17,1,,20200716,4,103213
81275,1,17,5,3.0,20200716,4,103231
81276,1,17,5,8.0,20200716,4,103308
81277,1,5,1,,20200716,4,103337
81278,1,19,1,,20200716,4,103340
81279,1,19,2,,20200716,4,103340
81280,1,6,1,,20200716,4,103450
81281,1,19,1,,20200716,4,103523
81282,1,17,2,,20200716,4,103538
81283,1,19,3,19.0,20200716,4,103559
81284,1,16,2,,20200716,4,104054
81285,1,12,1,,20200716,4,104102
81286,1,16,1,,20200716,4,104108
81287,2,22,4,15.0,20200716,4,104147
81288,1,4,3,3.0,20200716,4,104553
81289,1,5,3,3.0,20200716,4,104632
81290,1,17,1,,20200716,4,104703
81291,1,21,2,,20200716,4,104728
81292,1,11,12,,20200716,4,104745
81293,2,18,3,15.0,20200716,4,104752
81294,1,12,7,1.0,20200716,4,104832
81295,1,7,3,3.0,20200716,4,104838
81296,1,16,8,13.0,20200716,4,104917
81297,1,10,14,,20200716,4,104919
81298,2,19,3,17.0,20200716,4,105001
81299,1,10,2,,20200716,4,105020
81300,1,20,2,,20200716,4,105112
81301,1,1,1,,20200716,4,105159
81302,1,2,7,3.0,20200716,4,105211
81303,1,16,8,12.0,20200716,4,105247
81304,1,20,1,,20200716,4,105307
81305,1,21,1,,20200716,4,105327
81306,1,20,2,,20200716,4,105359
81307,1,16,4,14.0,20200716,4,105434
81308,2,22,4,15.0,20200716,4,105504
81309,1,15,2,,20200716,4,105740
81310,1,16,7,14.0,20200716,4,105804
81311,1,20,1,,20200716,4,105958
81312,1,11,15,,20200716,4,110108
81313,2,22,4,15.0,20200716,4,110200
81314,1,14,7,19.0,20200716,4,110212
81315,1,9,1,,20200716,4,110243
81316,1,15,1,,20200716,4,110300
81317,1,11,11,,20200716,4,110321
81318,2,18,4,16.0,20200716,4,110410
81319,1,6,2,,20200716,4,110525
81320,2,20,8,18.0,20200716,4,110621
81321,1,11,15,,20200716,4,110736
81322,1,17,2,,20200716,4,110740
81323,1,17,1,,20200716,4,110803
81324,1,16,3,3.0,20200716,4,110858
81325,1,3,3,13.0,20200716,4,110941
81326,1,4,2,,20200716,4,111205
81327,2,18,7,16.0,20200716,4,111250
81328,1,16,3,9.0,20200716,4,111400
81329,1,4,1,,20200716,4,111452
81330,1,15,2,,20200716,4,111506
81331,1,11,12,,20200716,4,111512
81332,1,19,2,,20200716,4,111513
81333,1,17,5,13.0,20200716,4,111527
81334,2,18,3,15.0,20200716,4,111601
81335,2,22,3,18.0,20200716,4,111623
81336,1,17,5,2.0,20200716,4,111710
81337,1,15,1,,20200716,4,112014
81338,1,17,2,,20200716,4,112016
81339,1,15,2,,20200716,4,112021
81340,1,17,1,,20200716,4,112042
81341,1,16,2,,20200716,4,112047
81342,1,12,3,6.0,20200716,4,112106
81343,1,13,1,,20200716,4,112230
81344,1,12,3,7.0,20200716,4,112344
81345,1,11,14,,20200716,4,112436
81346,1,16,1,,20200716,4,112543
81347,1,19,1,,20200716,4,112550
81348,2,18,7,16.0,20200716,4,112751
81349,2,20,8,18.0,20200716,4,112757
81350,1,19,2,,20200716,4,112856
81351,1,21,2,,20200716,4,113025
81352,1,15,1,,20200716,4,113043
81353,2,13,4,18.0,20200716,4,113044
81354,1,17,2,,20200716,4,113103
81355,1,15,7,8.0,20200716,4,113218
81356,1,13,4,19.0,20200716,4,113253
81357,2,22,4,15.0,20200716,4,113323
81358,1,10,1,,20200716,4,113457
81359,1,3,2,,20200716,4,113515
81360,2,12,7,17.0,20200716,4,113642
81361,1,17,1,,20200716,4,113733
81362,2,18,3,16.0,20200716,4,113738
81363,1,19,1,,20200716,4,113808
81364,1,12,8,1.0,20200716,4,113818
81365,1,13,7,19.0,20200716,4,113824
81366,1,14,4,11.0,20200716,4,114103
81367,1,4,3,4.0,20200716,4,114211
81368,1,5,2,,20200716,4,114245
81369,1,1,3,10.0,20200716,4,114301
81370,1,15,2,,20200716,4,114806
81371,1,15,1,,20200716,4,115259
81372,2,20,7,18.0,20200716,4,115307
81373,1,16,8,10.0,20200716,4,115335
81374,1,19,2,,20200716,4,115350
81375,1,4,3,4.0,20200716,4,115509
81376,1,8,3,3.0,20200716,4,115610
81377,1,3,1,,20200716,4,115636
81378,1,17,5,19.0,20200716,4,115712
81379,1,15,4,8.0,20200716,4,115751
81380,1,19,1,,20200716,4,115855
81381,1,22,2,,20200716,4,120006
81382,1,7,2,,20200716,4,120025
81383,2,20,4,18.0,20200716,4,120209
81384,1,19,2,,20200716,4,120227
81385,1,11,15,,20200716,4,120302
81386,1,3,2,,20200716,4,120324
81387,2,18,4,16.0,20200716,4,120324
81388,1,14,7,19.0,20200716,4,120502
81389,1,17,2,,20200716,4,120516
81390,1,15,4,8.0,20200716,4,120546
81391,1,12,2,,20200716,4,120730
81392,1,14,8,19.0,20200716,4,120831
81393,1,12,1,,20200716,4,120832
81394,1,17,1,,20200716,4,120909
81395,2,14,3,18.0,20200716,4,120911
81396,1,17,5,6.0,20200716,4,120914
81397,1,22,1,,20200716,4,120916
81398,1,12,4,6.0,20200716,4,121030
81399,1,11,2,,20200716,4,121239
81400,1,12,2,,20200716,4,121312
81401,2,18,7,15.0,20200716,4,121547
81402,2,20,8,18.0,20200716,4,121548
81403,1,1,8,3.0,20200716,4,121657
81404,1,15,3,8.0,20200716,4,121847
81405,2,18,8,16.0,20200716,4,121856
81406,1,16,7,14.0,20200716,4,122013
81407,1,7,1,,20200716,4,122140
81408,1,12,1,,20200716,4,122141
81409,1,17,2,,20200716,4,122152
81410,1,7,3,4.0,20200716,4,122357
81411,1,15,2,,20200716,4,122721
81412,1,19,1,,20200716,4,122735
81413,1,12,2,,20200716,4,122743
81414,1,12,1,,20200716,4,122850
81415,1,15,1,,20200716,4,123031
81416,1,13,8,19.0,20200716,4,123133
81417,1,19,3,19.0,20200716,4,123151
81418,2,19,3,17.0,20200716,4,123234
81419,1,6,1,,20200716,4,123316
81420,1,12,2,,20200716,4,123322
81421,1,9,2,,20200716,4,123328
81422,1,12,1,,20200716,4,123357
81423,1,3,1,,20200716,4,123409
81424,1,7,2,,20200716,4,123505
81425,1,18,2,,20200716,4,123518
81426,1,12,3,5.0,20200716,4,123539
81427,1,15,2,,20200716,4,123630
81428,1,12,8,1.0,20200716,4,123733
81429,1,22,2,,20200716,4,124216
81430,1,17,1,,20200716,4,124343
81431,2,13,4,18.0,20200716,4,124455
81432,1,19,2,,20200716,4,124510
81433,1,16,3,12.0,20200716,4,124633
81434,1,22,1,,20200716,4,124709
81435,2,12,4,17.0,20200716,4,124754
81436,1,19,1,,20200716,4,124849
81437,1,16,7,13.0,20200716,4,124905
81438,1,15,1,,20200716,4,125058
81439,1,2,2,,20200716,4,125114
81440,1,15,7,8.0,20200716,4,125247
81441,1,12,3,1.0,20200716,4,125249
81442,1,13,7,11.0,20200716,4,125435
81443,1,18,1,,20200716,4,125447
81444,1,11,1,,20200716,4,125507
81445,1,21,1,,20200716,4,125707
81446,1,8,3,3.0,20200716,4,125713
81447,2,18,3,16.0,20200716,4,125717
81448,1,22,2,,20200716,4,125719
81449,1,13,2,,20200716,4,125757
81450,1,12,7,7.0,20200716,4,125803
81451,2,12,3,17.0,20200716,4,125817
81452,1,7,1,,20200716,4,125819
81453,1,13,1,,20200716,4,125820
81454,1,9,1,,20200716,4,125904
81455,1,12,7,2.0,20200716,4,125909
81456,1,17,5,13.0,20200716,4,125938
81457,2,20,4,18.0,20200716,4,130104
81458,1,12,7,1.0,20200716,4,130110
81459,1,18,2,,20200716,4,130208
81460,2,21,4,15.0,20200716,4,130232
81461,1,21,2,,20200716,4,130232
81462,1,16,3,12.0,20200716,4,130534
81463,1,12,3,7.0,20200716,4,130545
81464,1,14,2,,20200716,4,130628
81465,1,21,1,,20200716,4,130629
81466,1,18,1,,20200716,4,130726
81467,2,13,8,18.0,20200716,4,130757
81468,1,3,7,9.0,20200716,4,130819
81469,1,1,2,,20200716,4,130852
81470,1,19,2,,20200716,4,130911
81471,1,1,1,,20200716,4,130944
81472,1,16,8,12.0,20200716,4,131018
81473,1,15,8,8.0,20200716,4,131044
81474,1,21,2,,20200716,4,131050
81475,1,9,2,,20200716,4,131119
81476,1,19,1,,20200716,4,131201
81477,2,13,7,18.0,20200716,4,131211
81478,1,12,7,7.0,20200716,4,131220
81479,1,8,2,,20200716,4,131252
81480,1,13,3,19.0,20200716,4,131340
81481,1,10,14,,20200716,4,131427
81482,1,15,4,8.0,20200716,4,131534
81483,1,11,15,,20200716,4,131803
81484,1,7,3,3.0,20200716,4,131909
81485,1,19,2,,20200716,4,132032
81486,1,17,2,,20200716,4,132108
81487,1,15,8,8.0,20200716,4,132133
81488,1,2,1,,20200716,4,132218
81489,1,3,3,2.0,20200716,4,132238
81490,2,20,7,18.0,20200716,4,132307
81491,2,15,3,18.0,20200716,4,132312
81492,1,2,2,,20200716,4,132330
81493,1,16,4,13.0,20200716,4,132353
81494,1,19,1,,20200716,4,132412
81495,1,11,15,,20200716,4,132456
81496,1,17,1,,20200716,4,132523
81497,2,20,3,18.0,20200716,4,132751
81498,1,12,2,,20200716,4,132753
81499,1,15,8,8.0,20200716,4,132823
81500,1,15,2,,20200716,4,132926
81501,1,16,2,,20200716,4,132933
81502,2,18,4,15.0,20200716,4,133000
81503,1,19,2,,20200716,4,133057
81504,1,12,1,,20200716,4,133112
81505,1,16,1,,20200716,4,133308
81506,1,17,5,4.0,20200716,4,133352
